Name,Count,Yards,Declined,Offsetting,Home_Count,Away_Count,Off_Count,Def_Count,ST_Count,Week,Year
Unnecessary Roughness,10,115,0,2,3,7,1,7,2,8,2014
Unsportsmanlike Conduct,3,45,0,0,1,2,3,0,0,8,2014
Chop Block,1,15,0,0,0,1,1,0,0,9,2014
Clipping,1,10,0,0,0,1,1,0,0,9,2014
Defensive 12 On-field,0,0,1,0,0,0,0,0,0,9,2014
Defensive Delay of Game,1,5,0,0,1,0,0,1,0,9,2014
Defensive Holding,12,58,2,1,5,7,0,12,0,9,2014
Defensive Offside,5,24,1,0,2,3,0,4,1,9,2014
Defensive Pass Interference,11,171,1,0,4,7,0,11,0,9,2014
Defensive Too Many Men on Field,0,0,0,0,0,0,0,0,0,9,2014
Delay of Game,4,20,1,0,2,2,2,0,2,9,2014
Delay of Kickoff,0,0,0,0,0,0,0,0,0,9,2014
Disqualification,1,15,0,0,0,1,0,0,1,9,2014
Encroachment,4,19,0,0,3,1,0,4,0,9,2014
Face Mask,0,0,0,0,0,0,0,0,0,9,2014
Face Mask (15 Yards),5,63,0,0,3,2,0,5,0,9,2014
Face Mask (5 Yards),0,0,0,0,0,0,0,0,0,9,2014
Fair Catch Interference,0,0,0,0,0,0,0,0,0,9,2014
False Start,27,128,0,0,17,10,25,0,2,9,2014
Horse Collar Tackle,3,40,0,0,1,2,0,3,0,9,2014
Illegal Bat,0,0,0,0,0,0,0,0,0,9,2014
Illegal Blindside Block,1,15,0,0,0,1,0,0,1,9,2014
Illegal Block Above the Waist,4,34,0,2,3,1,0,0,4,9,2014
Illegal Contact,5,25,1,0,4,1,0,5,0,9,2014
Illegal Crackback,0,0,0,0,0,0,0,0,0,9,2014
Illegal Cut,0,0,0,0,0,0,0,0,0,9,2014
Illegal Double-Team Block,0,0,0,0,0,0,0,0,0,9,2014
Illegal Formation,2,10,0,0,1,1,2,0,0,9,2014
Illegal Forward Handoff,0,0,0,0,0,0,0,0,0,9,2014
Illegal Forward Pass,0,0,0,0,0,0,0,0,0,9,2014
Illegal Kick,0,0,0,0,0,0,0,0,0,9,2014
Illegal Kick/Kicking Loose Ball,0,0,0,0,0,0,0,0,0,9,2014
Illegal Motion,1,5,0,0,1,0,1,0,0,9,2014
Illegal Onside Kick,0,0,0,0,0,0,0,0,0,9,2014
Illegal Peelback,1,15,0,0,0,1,0,0,1,9,2014
Illegal Procedure,0,0,0,0,0,0,0,0,0,9,2014
Illegal Receiver Pass,0,0,0,0,0,0,0,0,0,9,2014
Illegal Shift,2,10,0,0,1,1,2,0,0,9,2014
Illegal Substitution,0,0,0,0,0,0,0,0,0,9,2014
Illegal Touch Kick,0,0,0,0,0,0,0,0,0,9,2014
Illegal Touch Pass,0,0,1,0,0,0,0,0,0,9,2014
Illegal Use of Hands,14,85,1,2,9,5,1,11,2,9,2014
Illegal Wedge,0,0,0,0,0,0,0,0,0,9,2014
Illegally Kicking Ball,0,0,0,0,0,0,0,0,0,9,2014
Ineligible Downfield Kick,0,0,1,0,0,0,0,0,0,9,2014
Ineligible Downfield Pass,3,15,1,0,2,1,3,0,0,9,2014
Intentional Grounding,1,11,0,0,1,0,1,0,0,9,2014
Interference with Opportunity to Catch,2,30,0,0,1,1,0,0,2,9,2014
Invalid Fair Catch Signal,0,0,0,0,0,0,0,0,0,9,2014
Kick Catch Interference,0,0,0,0,0,0,0,0,0,9,2014
Kickoff Out of Bounds,0,0,0,0,0,0,0,0,0,9,2014
Leaping,0,0,0,0,0,0,0,0,0,9,2014
Leverage,0,0,0,0,0,0,0,0,0,9,2014
Low Block,0,0,0,0,0,0,0,0,0,9,2014
Lowering the Head to Initiate Contact,0,0,0,0,0,0,0,0,0,9,2014
Lowering the Head to Make Forcible Contact,0,0,0,0,0,0,0,0,0,9,2014
Neutral Zone Infraction,8,37,0,0,4,4,0,7,1,9,2014
Offensive 12 On-field,0,0,0,0,0,0,0,0,0,9,2014
Offensive Holding,23,219,4,1,10,13,20,0,3,9,2014
Offensive Offside,1,5,0,0,1,0,1,0,0,9,2014
Offensive Pass Interference,3,30,1,0,1,2,3,0,0,9,2014
Offensive Too Many Men on Field,0,0,0,0,0,0,0,0,0,9,2014
Offside on Free Kick,1,5,0,0,1,0,0,0,1,9,2014
Personal Foul,1,15,0,0,0,1,0,0,1,9,2014
Player Out of Bounds on Kick,0,0,0,0,0,0,0,0,0,9,2014
Player Out of Bounds on Punt,1,5,0,0,0,1,0,0,1,9,2014
Roughing the Kicker,0,0,0,0,0,0,0,0,0,9,2014
Roughing the Passer,3,33,1,0,2,1,0,3,0,9,2014
Running Into the Kicker,0,0,0,0,0,0,0,0,0,9,2014
Short Free Kick,0,0,0,0,0,0,0,0,0,9,2014
Taunting,2,30,0,0,1,1,0,2,0,9,2014
Tripping,3,30,0,0,2,1,1,1,1,9,2014
Unnecessary Roughness,7,103,0,0,2,5,1,4,2,9,2014
Unsportsmanlike Conduct,2,20,1,0,1,1,1,0,1,9,2014
Chop Block,0,0,0,0,0,0,0,0,0,10,2014
Clipping,0,0,0,0,0,0,0,0,0,10,2014
Defensive 12 On-field,0,0,0,0,0,0,0,0,0,10,2014
Defensive Delay of Game,0,0,0,0,0,0,0,0,0,10,2014
Defensive Holding,7,35,8,0,5,2,0,7,0,10,2014
Defensive Offside,3,10,8,0,2,1,0,2,1,10,2014
Defensive Pass Interference,8,149,0,0,3,5,0,8,0,10,2014
Defensive Too Many Men on Field,0,0,0,0,0,0,0,0,0,10,2014
Delay of Game,5,21,0,0,1,4,4,0,1,10,2014
Delay of Kickoff,0,0,0,0,0,0,0,0,0,10,2014
Disqualification,0,0,0,0,0,0,0,0,0,10,2014
Encroachment,1,5,0,0,1,0,0,1,0,10,2014
Face Mask,0,0,0,0,0,0,0,0,0,10,2014
Face Mask (15 Yards),6,72,0,0,3,3,2,4,0,10,2014
Face Mask (5 Yards),0,0,0,0,0,0,0,0,0,10,2014
Fair Catch Interference,0,0,0,0,0,0,0,0,0,10,2014
False Start,33,164,0,0,13,20,32,0,1,10,2014
Horse Collar Tackle,0,0,0,0,0,0,0,0,0,10,2014
Illegal Bat,0,0,0,0,0,0,0,0,0,10,2014
Illegal Blindside Block,1,15,0,0,0,1,1,0,0,10,2014
Illegal Block Above the Waist,7,59,1,0,1,6,0,0,7,10,2014
Illegal Contact,3,15,1,0,3,0,0,3,0,10,2014
Illegal Crackback,0,0,0,0,0,0,0,0,0,10,2014
Illegal Cut,0,0,0,0,0,0,0,0,0,10,2014
Illegal Double-Team Block,0,0,0,0,0,0,0,0,0,10,2014
Illegal Formation,1,5,1,0,0,1,0,0,1,10,2014
Illegal Forward Handoff,0,0,0,0,0,0,0,0,0,10,2014
Illegal Forward Pass,2,10,1,0,2,0,2,0,0,10,2014
Illegal Kick,0,0,0,0,0,0,0,0,0,10,2014
Illegal Kick/Kicking Loose Ball,0,0,0,0,0,0,0,0,0,10,2014
Illegal Motion,0,0,0,0,0,0,0,0,0,10,2014
Illegal Onside Kick,0,0,0,0,0,0,0,0,0,10,2014
Illegal Peelback,0,0,0,0,0,0,0,0,0,10,2014
Illegal Procedure,0,0,0,0,0,0,0,0,0,10,2014
Illegal Receiver Pass,0,0,0,0,0,0,0,0,0,10,2014
Illegal Shift,1,5,0,0,0,1,0,0,1,10,2014
Illegal Substitution,0,0,0,0,0,0,0,0,0,10,2014
Illegal Touch Kick,0,0,0,0,0,0,0,0,0,10,2014
Illegal Touch Pass,0,0,1,0,0,0,0,0,0,10,2014
Illegal Use of Hands,2,10,1,0,1,1,0,2,0,10,2014
Illegal Wedge,0,0,0,0,0,0,0,0,0,10,2014
Illegally Kicking Ball,0,0,0,0,0,0,0,0,0,10,2014
Ineligible Downfield Kick,0,0,0,0,0,0,0,0,0,10,2014
Ineligible Downfield Pass,3,15,0,0,2,1,3,0,0,10,2014
Intentional Grounding,2,30,0,0,1,1,2,0,0,10,2014
Interference with Opportunity to Catch,0,0,0,0,0,0,0,0,0,10,2014
Invalid Fair Catch Signal,0,0,0,0,0,0,0,0,0,10,2014
Kick Catch Interference,0,0,0,0,0,0,0,0,0,10,2014
Kickoff Out of Bounds,0,0,0,0,0,0,0,0,0,10,2014
Leaping,0,0,0,0,0,0,0,0,0,10,2014
Leverage,0,0,0,0,0,0,0,0,0,10,2014
Low Block,0,0,0,0,0,0,0,0,0,10,2014
Lowering the Head to Initiate Contact,0,0,0,0,0,0,0,0,0,10,2014
Lowering the Head to Make Forcible Contact,0,0,0,0,0,0,0,0,0,10,2014
Neutral Zone Infraction,8,40,0,0,5,3,0,7,1,10,2014
Offensive 12 On-field,1,5,0,0,1,0,1,0,0,10,2014
Offensive Holding,27,258,4,0,13,14,17,0,10,10,2014
Offensive Offside,1,5,0,0,0,1,0,0,1,10,2014
Offensive Pass Interference,8,80,0,0,4,4,8,0,0,10,2014
Offensive Too Many Men on Field,0,0,0,0,0,0,0,0,0,10,2014
Offside on Free Kick,0,0,0,0,0,0,0,0,0,10,2014
Personal Foul,6,75,0,0,2,4,1,2,3,10,2014
Player Out of Bounds on Kick,0,0,0,0,0,0,0,0,0,10,2014
Player Out of Bounds on Punt,0,0,0,0,0,0,0,0,0,10,2014
Roughing the Kicker,0,0,0,0,0,0,0,0,0,10,2014
Roughing the Passer,3,30,0,0,2,1,0,3,0,10,2014
Running Into the Kicker,0,0,0,0,0,0,0,0,0,10,2014
Short Free Kick,0,0,0,0,0,0,0,0,0,10,2014
Taunting,1,15,0,0,0,1,0,0,1,10,2014
Tripping,1,10,0,0,0,1,1,0,0,10,2014
Unnecessary Roughness,15,202,1,0,11,4,4,9,2,10,2014
Unsportsmanlike Conduct,5,60,0,0,4,1,5,0,0,10,2014
Chop Block,1,15,0,0,1,0,1,0,0,11,2014
Clipping,0,0,0,0,0,0,0,0,0,11,2014
Defensive 12 On-field,1,5,0,0,0,1,0,1,0,11,2014
Defensive Delay of Game,0,0,0,0,0,0,0,0,0,11,2014
Defensive Holding,3,15,3,1,0,3,0,3,0,11,2014
Defensive Offside,8,40,6,0,2,6,0,7,1,11,2014
Defensive Pass Interference,5,86,3,0,3,2,0,5,0,11,2014
Defensive Too Many Men on Field,0,0,0,0,0,0,0,0,0,11,2014
Delay of Game,3,15,3,0,1,2,2,1,0,11,2014
Delay of Kickoff,0,0,0,0,0,0,0,0,0,11,2014
Disqualification,0,0,0,0,0,0,0,0,0,11,2014
Encroachment,3,15,0,0,1,2,0,3,0,11,2014
Face Mask,0,0,0,0,0,0,0,0,0,11,2014
Face Mask (15 Yards),9,115,0,0,3,6,2,7,0,11,2014
Face Mask (5 Yards),0,0,0,0,0,0,0,0,0,11,2014
Fair Catch Interference,0,0,0,0,0,0,0,0,0,11,2014
False Start,23,98,0,0,14,9,21,0,2,11,2014
Horse Collar Tackle,1,15,0,0,0,1,0,0,1,11,2014
Illegal Bat,0,0,0,0,0,0,0,0,0,11,2014
Illegal Blindside Block,1,9,0,0,1,0,0,0,1,11,2014
Illegal Block Above the Waist,5,50,1,0,2,3,1,1,3,11,2014
Illegal Contact,5,25,2,2,2,3,0,5,0,11,2014
Illegal Crackback,0,0,0,0,0,0,0,0,0,11,2014
Illegal Cut,0,0,0,0,0,0,0,0,0,11,2014
Illegal Double-Team Block,0,0,0,0,0,0,0,0,0,11,2014
Illegal Formation,2,10,2,0,2,0,2,0,0,11,2014
Illegal Forward Handoff,0,0,0,0,0,0,0,0,0,11,2014
Illegal Forward Pass,0,0,0,0,0,0,0,0,0,11,2014
Illegal Kick,0,0,0,0,0,0,0,0,0,11,2014
Illegal Kick/Kicking Loose Ball,0,0,0,0,0,0,0,0,0,11,2014
Illegal Motion,0,0,2,0,0,0,0,0,0,11,2014
Illegal Onside Kick,0,0,0,0,0,0,0,0,0,11,2014
Illegal Peelback,0,0,0,0,0,0,0,0,0,11,2014
Illegal Procedure,0,0,0,0,0,0,0,0,0,11,2014
Illegal Receiver Pass,0,0,0,0,0,0,0,0,0,11,2014
Illegal Shift,1,5,0,0,0,1,1,0,0,11,2014
Illegal Substitution,0,0,0,0,0,0,0,0,0,11,2014
Illegal Touch Kick,0,0,0,0,0,0,0,0,0,11,2014
Illegal Touch Pass,0,0,1,0,0,0,0,0,0,11,2014
Illegal Use of Hands,4,25,4,2,2,2,1,3,0,11,2014
Illegal Wedge,0,0,0,0,0,0,0,0,0,11,2014
Illegally Kicking Ball,0,0,0,0,0,0,0,0,0,11,2014
Ineligible Downfield Kick,0,0,0,0,0,0,0,0,0,11,2014
Ineligible Downfield Pass,0,0,1,0,0,0,0,0,0,11,2014
Intentional Grounding,2,18,0,1,1,1,2,0,0,11,2014
Interference with Opportunity to Catch,0,0,0,0,0,0,0,0,0,11,2014
Invalid Fair Catch Signal,0,0,0,0,0,0,0,0,0,11,2014
Kick Catch Interference,0,0,0,0,0,0,0,0,0,11,2014
Kickoff Out of Bounds,0,0,0,0,0,0,0,0,0,11,2014
Leaping,0,0,0,0,0,0,0,0,0,11,2014
Leverage,0,0,0,0,0,0,0,0,0,11,2014
Low Block,1,15,0,0,0,1,1,0,0,11,2014
Lowering the Head to Initiate Contact,0,0,0,0,0,0,0,0,0,11,2014
Lowering the Head to Make Forcible Contact,0,0,0,0,0,0,0,0,0,11,2014
Neutral Zone Infraction,8,40,0,0,1,7,0,8,0,11,2014
Offensive 12 On-field,1,5,0,0,0,1,1,0,0,11,2014
Offensive Holding,34,322,3,1,15,19,21,0,13,11,2014
Offensive Offside,0,0,0,0,0,0,0,0,0,11,2014
Offensive Pass Interference,5,44,3,0,2,3,5,0,0,11,2014
Offensive Too Many Men on Field,0,0,0,0,0,0,0,0,0,11,2014
Offside on Free Kick,1,5,0,0,1,0,0,0,1,11,2014
Personal Foul,1,15,0,0,1,0,1,0,0,11,2014
Player Out of Bounds on Kick,0,0,0,0,0,0,0,0,0,11,2014
Player Out of Bounds on Punt,0,0,0,0,0,0,0,0,0,11,2014
Roughing the Kicker,2,30,0,0,0,2,0,0,2,11,2014
Roughing the Passer,5,62,0,0,2,3,0,5,0,11,2014
Running Into the Kicker,0,0,1,0,0,0,0,0,0,11,2014
Short Free Kick,0,0,0,0,0,0,0,0,0,11,2014
Taunting,1,15,1,0,0,1,0,0,1,11,2014
Tripping,0,0,0,0,0,0,0,0,0,11,2014
Unnecessary Roughness,9,113,0,0,3,6,2,6,1,11,2014
Unsportsmanlike Conduct,3,45,0,0,2,1,1,1,1,11,2014
Chop Block,0,0,0,0,0,0,0,0,0,12,2014
Clipping,0,0,0,0,0,0,0,0,0,12,2014
Defensive 12 On-field,2,10,0,0,1,1,0,2,0,12,2014
Defensive Delay of Game,0,0,0,0,0,0,0,0,0,12,2014
Defensive Holding,11,54,7,2,6,5,0,11,0,12,2014
Defensive Offside,7,35,2,0,3,4,0,6,1,12,2014
Defensive Pass Interference,9,141,3,1,6,3,0,9,0,12,2014
Defensive Too Many Men on Field,0,0,0,0,0,0,0,0,0,12,2014
Delay of Game,4,20,0,0,1,3,3,0,1,12,2014
Delay of Kickoff,0,0,0,0,0,0,0,0,0,12,2014
Disqualification,0,0,0,0,0,0,0,0,0,12,2014
Encroachment,3,13,0,0,0,3,0,3,0,12,2014
Face Mask,0,0,0,0,0,0,0,0,0,12,2014
Face Mask (15 Yards),6,71,0,0,3,3,3,2,1,12,2014
Face Mask (5 Yards),0,0,0,0,0,0,0,0,0,12,2014
Fair Catch Interference,0,0,0,0,0,0,0,0,0,12,2014
False Start,40,199,0,0,19,21,35,0,5,12,2014
Horse Collar Tackle,4,31,0,0,0,4,0,4,0,12,2014
Illegal Bat,0,0,0,0,0,0,0,0,0,12,2014
Illegal Blindside Block,0,0,0,0,0,0,0,0,0,12,2014
Illegal Block Above the Waist,16,152,2,1,9,7,5,1,10,12,2014
Illegal Contact,3,15,3,0,2,1,0,3,0,12,2014
Illegal Crackback,0,0,0,0,0,0,0,0,0,12,2014
Illegal Cut,0,0,0,0,0,0,0,0,0,12,2014
Illegal Double-Team Block,0,0,0,0,0,0,0,0,0,12,2014
Illegal Formation,1,5,1,0,0,1,1,0,0,12,2014
Illegal Forward Handoff,0,0,0,0,0,0,0,0,0,12,2014
Illegal Forward Pass,0,0,0,0,0,0,0,0,0,12,2014
Illegal Kick,0,0,0,0,0,0,0,0,0,12,2014
Illegal Kick/Kicking Loose Ball,0,0,0,0,0,0,0,0,0,12,2014
Illegal Motion,0,0,0,0,0,0,0,0,0,12,2014
Illegal Onside Kick,0,0,0,0,0,0,0,0,0,12,2014
Illegal Peelback,0,0,0,0,0,0,0,0,0,12,2014
Illegal Procedure,0,0,0,0,0,0,0,0,0,12,2014
Illegal Receiver Pass,0,0,0,0,0,0,0,0,0,12,2014
Illegal Shift,1,5,2,0,1,0,1,0,0,12,2014
Illegal Substitution,1,5,0,0,0,1,0,1,0,12,2014
Illegal Touch Kick,0,0,0,0,0,0,0,0,0,12,2014
Illegal Touch Pass,0,0,0,0,0,0,0,0,0,12,2014
Illegal Use of Hands,12,90,1,2,7,5,5,6,1,12,2014
Illegal Wedge,0,0,0,0,0,0,0,0,0,12,2014
Illegally Kicking Ball,0,0,0,0,0,0,0,0,0,12,2014
Ineligible Downfield Kick,0,0,0,0,0,0,0,0,0,12,2014
Ineligible Downfield Pass,2,10,1,0,1,1,2,0,0,12,2014
Intentional Grounding,2,26,0,0,2,0,2,0,0,12,2014
Interference with Opportunity to Catch,1,15,0,0,0,1,0,0,1,12,2014
Invalid Fair Catch Signal,0,0,0,0,0,0,0,0,0,12,2014
Kick Catch Interference,0,0,0,0,0,0,0,0,0,12,2014
Kickoff Out of Bounds,0,0,0,0,0,0,0,0,0,12,2014
Leaping,0,0,0,0,0,0,0,0,0,12,2014
Leverage,0,0,0,0,0,0,0,0,0,12,2014
Low Block,0,0,0,1,0,0,0,0,0,12,2014
Lowering the Head to Initiate Contact,0,0,0,0,0,0,0,0,0,12,2014
Lowering the Head to Make Forcible Contact,0,0,0,0,0,0,0,0,0,12,2014
Neutral Zone Infraction,7,35,0,0,4,3,0,7,0,12,2014
Offensive 12 On-field,0,0,0,0,0,0,0,0,0,12,2014
Offensive Holding,42,406,6,2,20,22,31,0,11,12,2014
Offensive Offside,0,0,0,0,0,0,0,0,0,12,2014
Offensive Pass Interference,3,30,3,1,2,1,3,0,0,12,2014
Offensive Too Many Men on Field,0,0,0,0,0,0,0,0,0,12,2014
Offside on Free Kick,0,0,0,0,0,0,0,0,0,12,2014
Personal Foul,4,46,1,0,2,2,2,1,1,12,2014
Player Out of Bounds on Kick,0,0,0,0,0,0,0,0,0,12,2014
Player Out of Bounds on Punt,1,5,0,0,1,0,0,0,1,12,2014
Roughing the Kicker,1,16,0,0,0,1,0,0,1,12,2014
Roughing the Passer,5,72,0,0,3,2,0,5,0,12,2014
Running Into the Kicker,1,5,1,0,1,0,0,0,1,12,2014
Short Free Kick,0,0,0,0,0,0,0,0,0,12,2014
Taunting,0,0,0,0,0,0,0,0,0,12,2014
Tripping,0,0,0,0,0,0,0,0,0,12,2014
Unnecessary Roughness,11,142,0,0,5,6,2,6,3,12,2014
Unsportsmanlike Conduct,3,45,0,0,0,3,1,2,0,12,2014
Chop Block,0,0,0,0,0,0,0,0,0,13,2014
Clipping,1,15,0,0,0,1,1,0,0,13,2014
Defensive 12 On-field,2,1,1,1,1,1,0,2,0,13,2014
Defensive Delay of Game,0,0,0,0,0,0,0,0,0,13,2014
Defensive Holding,26,139,6,1,16,10,0,23,3,13,2014
Defensive Offside,7,34,5,0,4,3,0,6,1,13,2014
Defensive Pass Interference,13,200,1,1,5,8,0,13,0,13,2014
Defensive Too Many Men on Field,0,0,0,0,0,0,0,0,0,13,2014
Delay of Game,10,48,0,0,7,3,5,0,5,13,2014
Delay of Kickoff,0,0,0,0,0,0,0,0,0,13,2014
Disqualification,0,0,0,0,0,0,0,0,0,13,2014
Encroachment,10,45,0,0,2,8,0,9,1,13,2014
Face Mask,0,0,0,0,0,0,0,0,0,13,2014
Face Mask (15 Yards),3,38,0,0,1,2,0,2,1,13,2014
Face Mask (5 Yards),0,0,0,0,0,0,0,0,0,13,2014
Fair Catch Interference,0,0,0,0,0,0,0,0,0,13,2014
False Start,36,180,0,0,16,20,33,0,3,13,2014
Horse Collar Tackle,0,0,0,0,0,0,0,0,0,13,2014
Illegal Bat,0,0,0,0,0,0,0,0,0,13,2014
Illegal Blindside Block,2,20,0,0,1,1,0,0,2,13,2014
Illegal Block Above the Waist,7,69,0,0,5,2,2,1,4,13,2014
Illegal Contact,11,55,2,0,8,3,0,11,0,13,2014
Illegal Crackback,0,0,0,0,0,0,0,0,0,13,2014
Illegal Cut,0,0,0,0,0,0,0,0,0,13,2014
Illegal Double-Team Block,0,0,0,0,0,0,0,0,0,13,2014
Illegal Formation,5,25,2,0,2,3,5,0,0,13,2014
Illegal Forward Handoff,0,0,0,0,0,0,0,0,0,13,2014
Illegal Forward Pass,0,0,0,1,0,0,0,0,0,13,2014
Illegal Kick,0,0,0,0,0,0,0,0,0,13,2014
Illegal Kick/Kicking Loose Ball,0,0,0,0,0,0,0,0,0,13,2014
Illegal Motion,1,5,0,0,1,0,1,0,0,13,2014
Illegal Onside Kick,0,0,0,0,0,0,0,0,0,13,2014
Illegal Peelback,0,0,0,0,0,0,0,0,0,13,2014
Illegal Procedure,0,0,0,0,0,0,0,0,0,13,2014
Illegal Receiver Pass,0,0,0,0,0,0,0,0,0,13,2014
Illegal Shift,1,5,3,0,1,0,1,0,0,13,2014
Illegal Substitution,0,0,0,0,0,0,0,0,0,13,2014
Illegal Touch Kick,0,0,0,0,0,0,0,0,0,13,2014
Illegal Touch Pass,0,0,0,0,0,0,0,0,0,13,2014
Illegal Use of Hands,10,64,5,0,4,6,3,7,0,13,2014
Illegal Wedge,0,0,0,0,0,0,0,0,0,13,2014
Illegally Kicking Ball,0,0,0,0,0,0,0,0,0,13,2014
Ineligible Downfield Kick,1,5,0,0,1,0,0,0,1,13,2014
Ineligible Downfield Pass,2,10,0,0,1,1,2,0,0,13,2014
Intentional Grounding,1,9,0,0,1,0,1,0,0,13,2014
Interference with Opportunity to Catch,0,0,0,0,0,0,0,0,0,13,2014
Invalid Fair Catch Signal,0,0,0,0,0,0,0,0,0,13,2014
Kick Catch Interference,0,0,0,0,0,0,0,0,0,13,2014
Kickoff Out of Bounds,0,0,0,0,0,0,0,0,0,13,2014
Leaping,0,0,0,0,0,0,0,0,0,13,2014
Leverage,0,0,0,0,0,0,0,0,0,13,2014
Low Block,0,0,0,0,0,0,0,0,0,13,2014
Lowering the Head to Initiate Contact,0,0,0,0,0,0,0,0,0,13,2014
Lowering the Head to Make Forcible Contact,0,0,0,0,0,0,0,0,0,13,2014
Neutral Zone Infraction,7,32,0,0,3,4,0,6,1,13,2014
Offensive 12 On-field,2,10,0,0,2,0,2,0,0,13,2014
Offensive Holding,31,289,4,1,17,14,21,0,10,13,2014
Offensive Offside,0,0,0,0,0,0,0,0,0,13,2014
Offensive Pass Interference,8,80,1,1,3,5,8,0,0,13,2014
Offensive Too Many Men on Field,0,0,0,0,0,0,0,0,0,13,2014
Offside on Free Kick,3,15,0,0,0,3,0,0,3,13,2014
Personal Foul,4,48,1,1,2,2,0,3,1,13,2014
Player Out of Bounds on Kick,0,0,0,0,0,0,0,0,0,13,2014
Player Out of Bounds on Punt,1,5,0,0,0,1,0,0,1,13,2014
Roughing the Kicker,0,0,0,0,0,0,0,0,0,13,2014
Roughing the Passer,7,84,0,0,3,4,0,7,0,13,2014
Running Into the Kicker,0,0,1,0,0,0,0,0,0,13,2014
Short Free Kick,0,0,0,0,0,0,0,0,0,13,2014
Taunting,4,57,0,0,2,2,1,3,0,13,2014
Tripping,0,0,0,0,0,0,0,0,0,13,2014
Unnecessary Roughness,3,33,0,2,1,2,0,2,1,13,2014
Unsportsmanlike Conduct,6,89,0,1,2,4,3,0,3,13,2014
Chop Block,0,0,0,0,0,0,0,0,0,14,2014
Clipping,0,0,0,0,0,0,0,0,0,14,2014
Defensive 12 On-field,0,0,0,0,0,0,0,0,0,14,2014
Defensive Delay of Game,0,0,0,0,0,0,0,0,0,14,2014
Defensive Holding,11,51,11,0,5,6,0,11,0,14,2014
Defensive Offside,8,38,2,0,3,5,0,7,1,14,2014
Defensive Pass Interference,11,281,1,0,8,3,0,11,0,14,2014
Defensive Too Many Men on Field,0,0,0,0,0,0,0,0,0,14,2014
Delay of Game,15,75,1,0,4,11,13,0,2,14,2014
Delay of Kickoff,0,0,0,0,0,0,0,0,0,14,2014
Disqualification,0,0,0,0,0,0,0,0,0,14,2014
Encroachment,1,5,0,0,1,0,0,1,0,14,2014
Face Mask,0,0,0,0,0,0,0,0,0,14,2014
Face Mask (15 Yards),5,66,0,0,4,1,0,4,1,14,2014
Face Mask (5 Yards),0,0,0,0,0,0,0,0,0,14,2014
Fair Catch Interference,0,0,0,0,0,0,0,0,0,14,2014
False Start,37,183,0,0,22,15,36,0,1,14,2014
Horse Collar Tackle,0,0,0,0,0,0,0,0,0,14,2014
Illegal Bat,0,0,0,0,0,0,0,0,0,14,2014
Illegal Blindside Block,0,0,0,0,0,0,0,0,0,14,2014
Illegal Block Above the Waist,7,68,1,0,4,3,2,0,5,14,2014
Illegal Contact,5,25,1,0,4,1,0,5,0,14,2014
Illegal Crackback,0,0,0,0,0,0,0,0,0,14,2014
Illegal Cut,0,0,0,0,0,0,0,0,0,14,2014
Illegal Double-Team Block,0,0,0,0,0,0,0,0,0,14,2014
Illegal Formation,4,20,0,0,2,2,3,0,1,14,2014
Illegal Forward Handoff,0,0,0,0,0,0,0,0,0,14,2014
Illegal Forward Pass,0,0,0,0,0,0,0,0,0,14,2014
Illegal Kick,0,0,0,0,0,0,0,0,0,14,2014
Illegal Kick/Kicking Loose Ball,0,0,0,0,0,0,0,0,0,14,2014
Illegal Motion,0,0,1,0,0,0,0,0,0,14,2014
Illegal Onside Kick,0,0,0,0,0,0,0,0,0,14,2014
Illegal Peelback,0,0,0,0,0,0,0,0,0,14,2014
Illegal Procedure,0,0,0,0,0,0,0,0,0,14,2014
Illegal Receiver Pass,0,0,0,0,0,0,0,0,0,14,2014
Illegal Shift,1,5,1,0,0,1,1,0,0,14,2014
Illegal Substitution,0,0,0,0,0,0,0,0,0,14,2014
Illegal Touch Kick,1,5,0,0,1,0,0,0,1,14,2014
Illegal Touch Pass,0,0,0,0,0,0,0,0,0,14,2014
Illegal Use of Hands,5,35,1,0,4,1,2,3,0,14,2014
Illegal Wedge,0,0,0,0,0,0,0,0,0,14,2014
Illegally Kicking Ball,0,0,0,0,0,0,0,0,0,14,2014
Ineligible Downfield Kick,1,5,0,0,1,0,0,0,1,14,2014
Ineligible Downfield Pass,4,20,2,0,4,0,4,0,0,14,2014
Intentional Grounding,1,15,0,0,0,1,1,0,0,14,2014
Interference with Opportunity to Catch,1,15,0,0,1,0,0,0,1,14,2014
Invalid Fair Catch Signal,1,3,0,0,0,1,0,0,1,14,2014
Kick Catch Interference,0,0,0,0,0,0,0,0,0,14,2014
Kickoff Out of Bounds,0,0,0,0,0,0,0,0,0,14,2014
Leaping,0,0,0,0,0,0,0,0,0,14,2014
Leverage,0,0,0,0,0,0,0,0,0,14,2014
Low Block,0,0,0,0,0,0,0,0,0,14,2014
Lowering the Head to Initiate Contact,0,0,0,0,0,0,0,0,0,14,2014
Lowering the Head to Make Forcible Contact,0,0,0,0,0,0,0,0,0,14,2014
Neutral Zone Infraction,11,54,1,0,4,7,0,10,1,14,2014
Offensive 12 On-field,0,0,0,0,0,0,0,0,0,14,2014
Offensive Holding,37,355,7,1,14,23,22,1,14,14,2014
Offensive Offside,0,0,0,0,0,0,0,0,0,14,2014
Offensive Pass Interference,9,86,1,0,4,5,9,0,0,14,2014
Offensive Too Many Men on Field,0,0,0,0,0,0,0,0,0,14,2014
